Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
006-20-134,2078 W 44th St,43451,,Cleveland,3,0,Pending transfer
020-03-053,13105 Wainfleet Ave,43451,,Cleveland,16,1,Pending transfer
125-25-055,3246 E 57th St,43451,,Cleveland,5,1,Sched for demolition
129-29-016,12908 Parkhill Ave,43451,,Cleveland,4,0,Vacant lot
106-23-096,1636 E 85th St,43450,,Cleveland,7,1,Unavailable - Demo under contract
115-13-110,1053 E 146th St,43450,,Cleveland,10,1,Pending transfer
006-07-039,7504 Colgate Ave,43448,,Cleveland,15,1,"For sale (List Price: $10,500) (Renovation Work Required)"
016-15-074,3505 W 60th St,43448,,Cleveland,14,1,Sched for demolition
109-17-066,10933 Tacoma Ave,43448,,Cleveland,,0,Vacant lot
130-17-121,3356 E 149th St,43448,,Cleveland,1,1,Pending transfer
131-34-084,3601 E 53rd St,43448,,Cleveland,12,1,Sched for demolition
131-35-136,3715 E 53rd St,43448,,Cleveland,12,1,Sched for demolition
134-13-074,7714 Dorver Ave,43448,,Cleveland,2,0,Vacant lot
134-14-025,8118 Beman Ave,43448,,Cleveland,2,0,Vacant lot
135-13-087,3642 E 114th St,43448,,Cleveland,2,1,Sched for demolition
135-20-064,11206 Greenwich Ave,43448,,Cleveland,2,1,Unavailable - Demo under contract
137-02-056,12401 Benham Ave,43448,,Cleveland,4,1,Unavailable - Demo under contract
137-19-054,13605 Coath Ave,43448,,Cleveland,2,1,Pending transfer
137-22-003,3829 E 123rd St,43448,,Cleveland,2,1,Sched for demolition
137-22-045,12314 Lenacrave Ave,43448,,Cleveland,2,1,Sched for demolition
137-25-135,13606 Southview Ave,43448,,Cleveland,2,1,Sched for demolition
139-03-064,3833 E 142nd St,43448,,Cleveland,2,1,Sched for demolition
139-03-075,3794 E 143rd St,43448,,Cleveland,2,1,Sched for demolition
672-26-063,1525 Coventry Rd,43448,,East Cleveland,,1,Pending transfer
687-02-098,3263 East Yorkshire Rd,43448,,Cleveland Heights,,1,Pending transfer
142-14-026,4433 E 158th St,43447,,Cleveland,1,1,Pending transfer
108-07-019,767 E 93rd St,43446,,Cleveland,10,1,Sched for demolition
109-03-120,9917 Adams Ave,43446,,Cleveland,9,0,Vacant lot
109-11-105,10206 Hampden Ave,43446,,Cleveland,9,1,Sched for demolition
109-12-051,10613 Greenlawn Ave,43446,,Cleveland,9,0,Vacant lot
115-27-151,15924 Kipling Ave,43446,,Cleveland,8,1,Unavailable - Demo under contract
116-30-034,1581 Larchmont Rd,43446,,Cleveland,10,1,Unavailable - Demo under contract
123-31-152,4928 Anson Ave,43446,,Cleveland,5,1,Sched for demolition
129-16-013,2811 E 124th St,43446,,Cleveland,6,0,Vacant lot
137-02-114,3591 E 120th St,43446,,Cleveland,4,1,Unavailable - Demo under contract
135-15-006,11222 Clarebird Ave,43445,,Cleveland,2,0,Pending transfer
108-06-068,751 E 91st St,43442,,Cleveland,10,1,Sched for demolition
006-06-055,7746 Lorain Ave,43440,,Cleveland,15,0,Pending transfer
107-10-025,1270 E 89th St,43440,,Cleveland,7,0,Vacant lot
115-27-061,928 Alhambra Rd,43440,,Cleveland,8,1,Unavailable - Demo under contract
125-32-003,3383 E 65th St,43440,,Cleveland,6,1,Sched for demolition
130-20-070,3440 E 119th St,43440,,Cleveland,2,1,Sched for demolition
135-04-049,9411 Dunlap Ave,43440,,Cleveland,2,1,Sched for demolition
135-07-123,3533 E 106th St,43440,,Cleveland,2,0,Vacant lot
135-08-073,3611 E 105th St,43440,,Cleveland,2,0,Vacant lot
135-21-085,11214 Revere Ave,43440,,Cleveland,2,1,Unavailable - Demo under contract
687-14-040,3528 Meadowbrook Blvd,43440,,Cleveland Heights,,1,Pending transfer
108-11-100,10307 Marlowe Ave,43439,,Cleveland,9,1,Pending transfer
132-25-039,6928 Park Ave,43439,,Cleveland,12,1,Sched for demolition
105-27-036,1066 E 74th St,43438,,Cleveland,10,1,Sched for demolition
107-05-106,8022 Simon Ave,43438,,Cleveland,9,1,Unavailable - Demo under contract
107-08-046,1260 E 81st St,43438,,Cleveland,7,0,Vacant lot
109-13-003,10722 Earle Ave,43438,,Cleveland,9,0,Vacant lot
109-14-062,10714 Massie Ave,43438,,Cleveland,9,0,Vacant lot
109-15-014,10812 Amor Ave,43438,,Cleveland,9,1,Unavailable - Demo under contract
110-21-130,11522 Durant Ave,43438,,Cleveland,9,1,Sched for demolition
111-06-065,466 E 117th St,43438,,Cleveland,10,0,Vacant lot
117-10-025,1700 Catalpa Rd,43438,,Cleveland,10,1,Unavailable - Demo under contract
117-15-136,1958 Hilton Rd,43438,,Cleveland,10,1,Unavailable - Demo under contract
128-18-081,10108 Manor Ave,43438,,Cleveland,4,0,Vacant lot
137-03-022,12717 Oakfield Ave,43438,,Cleveland,4,1,Unavailable - Demo under contract
137-13-063,3663 E 139th St,43438,,Cleveland,2,1,Sched for demolition
139-02-004,3635 E 140th St,43438,,Cleveland,2,0,Vacant lot
139-07-022,14615 Glendale Ave,43438,,Cleveland,2,1,Sched for demolition
671-09-021,1627 Elsinore St,43438,,East Cleveland,,0,Vacant lot
015-06-069,4240 Woodbridge Ave,43437,,Cleveland,14,1,Pending transfer
016-12-128,4563 Sackett Ave,43437,,Cleveland,14,1,Pending transfer
106-21-002,1527 Addison Rd,43437,,Cleveland,7,1,Unavailable - Demo under contract
107-12-101,1341 E 93rd St,43437,,Cleveland,7,1,Unavailable - Demo under contract
131-20-076,3460 E 52nd St,43437,,Cleveland,5,0,Vacant lot
137-15-058,12317 Gay Ave,43437,,Cleveland,4,1,Sched for demolition
138-05-102,13200 Benwood Ave,43437,,Cleveland,2,1,Sched for demolition
134-23-007,8106 Jeffries Ave,43434,,Cleveland,2,1,Pending transfer
137-17-078,12708 Gay Ave,43434,,Cleveland,4,1,Sched for demolition
783-01-065,5477 Thomas St (parcel 1 Of 2),43434,,Maple Heights,,0,Pending transfer
784-09-064,16402 Home St,43434,,Maple Heights,,0,Vacant lot
112-23-031,14311 Darwin Ave,43433,,Cleveland,,0,Vacant lot
140-04-044,15905 Invermere Ave,43433,,Cleveland,1,1,Pending transfer
671-04-039,1542 E 133rd St,43433,,East Cleveland,,1,Unavailable - Demo under contract
711-17-044,1452 Grenleigh Rd,43433,,Lyndhurst,,1,Under renovation
007-28-075,4147 Newark Ave (fr & Rear),43432,,Cleveland,3,1,Pending transfer
109-14-084,10615 Massie Ave,43432,,Cleveland,9,0,Vacant lot
109-23-099,1219 E 111th St,43432,,Cleveland,9,0,Vacant lot
109-23-106,1193 E 111th St,43432,,Cleveland,9,0,Vacant lot
110-23-012,933 Parkway Dr,43432,,Cleveland,9,1,Unavailable - Demo under contract
115-17-023,1161 E 148th St,43432,,Cleveland,10,1,Sched for demolition
641-12-053,19651 Naumann Ave,43432,,Euclid,,1,Pending transfer
672-07-107,1761 Elberon Ave (row House),43432,,East Cleveland,,1,Pending transfer
129-30-075,13310 Lorenzo Ave,43430,,Cleveland,4,0,Vacant lot
130-15-047,3297 E 143rd St,43430,,Cleveland,1,1,Unavailable - Demo under contract
671-11-143,14712 Strathmore Ave,43430,,East Cleveland,,1,Sched for demolition
671-11-164,14408-10 Strathmore Ave,43430,,East Cleveland,,1,Sched for demolition
673-20-017,1947 Taylor Rd,43430,,East Cleveland,,1,Sched for demolition
711-15-046,5004 Oakland Dr,43430,,Lyndhurst,,1,Pending transfer
015-07-066,3924 Trowbridge Ave,43429,,Cleveland,14,1,"For sale (List Price: $30,000) (Renovation Work Required)"
128-13-087,9802 Sophia Ave,43429,,Cleveland,4,0,Vacant lot
105-22-103,6620 Bonna Ave,43425,,Cleveland,7,0,Pending transfer
105-24-040,1094 E 68th St,43425,,Cleveland,7,0,Pending transfer
105-30-146,980 E 76th St,43425,,Cleveland,10,0,Vacant lot
105-32-154,1133 E 78th St,43425,,Cleveland,9,1,Sched for demolition
110-15-119,12817 Arlington Ave,43425,,Cleveland,10,0,Pending transfer
110-29-098,1259 E 124th St,43425,,Cleveland,9,0,Vacant lot
120-05-112,1353 E 120th St,43425,,Cleveland,9,0,Pending transfer
127-18-029,3282 E 104th St,43425,,Cleveland,4,1,Sched for demolition
129-24-079,3061 E 123rd St,43425,,Cleveland,4,0,Vacant lot
129-29-147,12807 Imperial Ave,43425,,Cleveland,4,0,Vacant lot
130-15-066,3258 E 143rd St,43425,,Cleveland,1,1,Pending transfer
139-08-014,3795 E 144th St,43425,,Cleveland,2,1,Sched for demolition
671-10-007,14200 Shaw Ave,43425,,East Cleveland,,1,Sched for demolition
671-18-139,1265 E 142nd St,43425,,East Cleveland,,0,Pending transfer
672-02-050,1040 Carlyon Rd,43425,,East Cleveland,,1,Sched for demolition
672-03-036,1107 Eddy Rd,43425,,East Cleveland,,1,Sched for demolition
672-07-025,12777 Euclid Avenue,43425,,East Cleveland,,0,Pending transfer
781-15-076,5574 Dalewood Ave,43425,,Maple Heights,,0,Pending transfer
784-11-068,5754 Longwood Ave,43425,,Maple Heights,,0,Vacant lot
128-21-013,3109 E 97th St,43423,,Cleveland,4,0,Vacant lot
642-22-028,20371 Wilmore Ave,43420,,Euclid,,1,For sale (List Price: *Veterans*) (Renovation Work Required)
131-34-032,3630 E 55th St,43419,,Cleveland,12,0,Vacant lot
132-10-084,3844 E 54th St,43419,,Cleveland,12,1,Unavailable - Demo under contract
135-18-003,10012 Sandusky Ave,43419,,Cleveland,2,0,Pending transfer
127-27-062,3386 E 116th St,43418,,Cleveland,4,1,Unavailable - Demo under contract
130-04-095,3284 E 123rd St,43418,,Cleveland,4,0,Vacant lot
131-33-023,3610 E 48th St,43418,,Cleveland,12,0,Vacant lot
132-25-045,6908 Park Ave,43418,,Cleveland,12,0,Pending transfer
141-07-116,4260 E 162nd St,43418,,Cleveland,1,1,Pending transfer
683-13-058,3813 Bainbridge Rd,43418,,Cleveland Heights,,1,Pending transfer
782-15-085,20814 Hansen Rd,43418,,Maple Heights,,0,Pending transfer
117-13-112,1814 Haldane Rd,43417,,Cleveland,10,0,Vacant lot
129-26-040,11618 Soika Ave,43416,,Cleveland,4,1,Unavailable - Demo under contract
131-28-032,4080 Beyerle Rd,43416,,Cleveland,12,1,Pending transfer
133-07-035,3584 E 82nd St,43416,,Cleveland,6,1,Unavailable - Demo under contract
135-04-044,9313 Dunlap Ave,43416,,Cleveland,2,1,Sched for demolition
136-15-092,4130 E 100th St,43416,,Cleveland,2,1,Sched for demolition
108-02-076,710 E 92nd St,43413,,Cleveland,10,1,Sched for demolition
108-04-050,668 E 96th St,43413,,Cleveland,10,1,Sched for demolition
108-08-063,543 E 101st St,43413,,Cleveland,10,0,Vacant lot
109-16-090,10619 Hampden Ave,43413,,Cleveland,9,0,Vacant lot
109-24-076,1244 E 112th St,43413,,Cleveland,9,0,Vacant lot
111-28-078,14607 Woodworth Ave,43413,,Cleveland,10,1,Sched for demolition
127-24-065,3398 E 105th St,43413,,Cleveland,6,1,Unavailable - Demo under contract
008-06-046,3131 W 18 St,43411,,Cleveland,14,1,Pending transfer
016-15-010,6104 Denison Ave,43411,,Cleveland,14,0,Sched for demolition
020-09-165,,43411,,Cleveland,16,0,Pending transfer
102-28-161,1571 E 32nd St,43411,,Cleveland,7,1,Sched for demolition
105-27-058,1027 E 72nd St,43411,,Cleveland,10,0,Vacant lot
105-28-111,1142 E 72nd St,43411,,Cleveland,10,0,Vacant lot
105-32-178,1126 E 79th St,43411,,Cleveland,9,0,Vacant lot
108-08-034,9916 Colonial Ave,43411,,Cleveland,10,1,Sched for demolition
108-11-111,10403 Colonial Ave,43411,,Cleveland,9,1,Unavailable - Demo under contract
109-09-166,10312 Somerset Ave,43411,,Cleveland,9,1,Sched for demolition
109-13-001,10714 Earle Ave,43411,,Cleveland,9,0,Vacant lot
110-11-024,902 Eddy Rd,43411,,Cleveland,10,1,Sched for demolition
110-11-072,868 Paxton Rd,43411,,Cleveland,10,0,Vacant lot
110-19-024,11415 Durant Ave,43411,,Cleveland,9,1,Sched for demolition
111-10-055,479 E 124th St,43411,,Cleveland,8,1,Sched for demolition
111-23-014,13429 Woodworth Ave,43411,,Cleveland,10,0,Vacant lot
115-14-050,1107 E 146th St,43411,,Cleveland,10,1,Sched for demolition
116-25-053,1422 E 173rd St,43411,,Cleveland,10,1,Pending transfer
130-03-155,3175 E 119th St,43411,,Cleveland,4,0,Sched for demolition
130-15-090,3279 E 142nd St,43411,,Cleveland,1,0,Vacant lot
132-08-179,3666 E 61st St ( Fr & Rear),43411,,Cleveland,12,2,Unavailable - Demo under contract
133-18-052,7437 Harvard Ave (garage),43411,,Cleveland,12,0,Pending transfer
139-02-141,3681 E 143rd St,43411,,Cleveland,2,1,Sched for demolition
671-01-131,1269 E 135th St,43411,,East Cleveland,,1,Pending transfer
672-03-018,1228 Eddy Rd,43411,,East Cleveland,,1,Sched for demolition
672-14-081,1890 Brightwood St,43411,,East Cleveland,,0,Pending transfer
687-26-050,2573 Canterbury Rd,43411,,Cleveland Heights,,1,Pending transfer
002-01-041,1342 W 80th St,43406,,Cleveland,15,0,Pending transfer
006-10-048,7119 Elton Ave,43406,,Cleveland,15,0,Pending transfer
007-28-102,3139 W 43rd St,43406,,Cleveland,3,1,Sched for demolition
007-33-080,3157 W 30th St (rear),43406,,Cleveland,14,0,Sched for demolition
009-02-106,3922 W 22nd St,43406,,Cleveland,12,1,Sched for demolition
020-15-148,12812 Sprecher Ave,43406,,Cleveland,16,1,Pending transfer
107-12-032,1384 E 92nd St,43406,,Cleveland,7,0,Vacant lot
107-15-066,1376 E 86th St,43406,,Cleveland,7,0,Vacant lot
108-24-038,831 E 100th St,43406,,Cleveland,9,0,Vacant lot
110-27-070,12417 Phillips Ave,43406,,Cleveland,9,1,Sched for demolition
112-26-003,14500 Darwin Ave,43406,,Cleveland,8,0,Pending transfer
113-27-161,1216 E 176th St,43406,,Cleveland,8,1,Sched for demolition
115-02-030,867 E 143rd St,43406,,Cleveland,10,1,Sched for demolition
117-08-137,1655 Cliffview Rd,43406,,Cleveland,10,1,Unavailable - Demo under contract
125-26-108,5734 Portage Ave (fr & Rear),43406,,Cleveland,5,0,Vacant lot
125-26-126,5771 Portage Ave (fr & Rear),43406,,Cleveland,5,0,Vacant lot
129-23-160,12023 Parkview Ave,43406,,Cleveland,4,0,Vacant lot
129-28-083,12514 Imperial Ave,43406,,Cleveland,4,0,Vacant lot
131-27-016,3493 Independence Rd,43406,,Cleveland,12,0,Vacant lot
132-01-105,3602 E 61st St,43406,,Cleveland,12,0,Pending transfer
132-06-045,6615 Chambers Ave,43406,,Cleveland,12,0,Vacant lot
132-12-021,6011 Fullerton Ave,43406,,Cleveland,12,1,Sched for demolition
132-15-003,6720 Fleet Ave,43406,,Cleveland,12,0,Vacant lot
132-24-099,4085 E 64th St,43406,,Cleveland,12,0,Pending transfer
133-29-050,9119 Cannon Ave,43406,,Cleveland,2,0,Vacant lot
134-02-048,4147 E 74th St,43406,,Cleveland,12,0,Vacant lot
134-14-049,8126 Dorver Ave,43406,,Cleveland,2,0,Vacant lot
134-18-071,7627 Connecticut Ave,43406,,Cleveland,2,1,Unavailable - Demo under contract
134-21-063,8806 Macomb Ave,43406,,Cleveland,2,1,Sched for demolition
135-03-125,10107 Benham Ave,43406,,Cleveland,6,1,Sched for demolition
136-03-075,10320 Nelson Ave,43406,,Cleveland,2,1,Sched for demolition
136-04-005,10514 Prince Ave,43406,,Cleveland,2,1,Sched for demolition
136-12-001,11224 Avon Ave,43406,,Cleveland,2,1,Sched for demolition
136-16-004,10304 Harvard Ave,43406,,Cleveland,2,1,Sched for demolition
137-06-075,3570 E 139th St,43406,,Cleveland,4,1,Unavailable - Demo under contract
137-07-037,3575 E 117th St,43406,,Cleveland,2,0,Vacant lot
137-09-127,12305 Farringdon Ave,43406,,Cleveland,4,1,Sched for demolition
138-05-092,13400 Benwood Ave,43406,,Cleveland,2,1,Sched for demolition
138-10-010,12822 Harvard Ave,43406,,Cleveland,2,1,Sched for demolition
138-11-129,13501 Marston Ave,43406,,Cleveland,1,1,Sched for demolition
139-02-136,3661 E 143rd St,43406,,Cleveland,2,0,Vacant lot
671-04-027,1504 E 133rd St,43406,,East Cleveland,,1,Unavailable - Demo under contract
673-03-101,1764 Rosedale Ave,43406,,East Cleveland,,0,Vacant lot
110-03-011,710 E 118th St,43403,,Cleveland,9,1,Sched for demolition
110-06-079,661 E 126th St,43403,,Cleveland,10,1,Sched for demolition
111-25-046,1112 E 143rd St,43403,,Cleveland,10,0,Pending transfer
113-23-047,1238 E 170th St,43403,,Cleveland,8,1,Pending transfer
116-25-047,1439 E 173rd St,43403,,Cleveland,10,1,Unavailable - Demo under contract
115-27-020,932 London Rd,43401,,Cleveland,8,1,Pending transfer
107-04-072,8208 Korman Ave,43399,,Cleveland,9,0,Vacant lot
110-07-078,666 E 125th St,43399,,Cleveland,10,1,Sched for demolition
117-07-081,1715 Wayside Rd,43399,,Cleveland,10,1,Unavailable - Demo under contract
121-34-074,11514 Mount Overlook Ave,43399,,Cleveland,6,1,Unavailable - Demo under contract
127-24-068,3397 E 104th St,43399,,Cleveland,6,1,Unavailable - Demo under contract
128-13-072,9907 Sophia Ave,43399,,Cleveland,4,0,Vacant lot
130-02-048,3332 E 118th St,43399,,Cleveland,4,0,Pending transfer
132-01-045,6202 Kenyon Ave,43399,,Cleveland,12,0,Vacant lot
132-06-135,3681 E 67th St,43399,,Cleveland,12,0,Vacant lot
137-18-119,13404 Bartlett Ave,43399,,Cleveland,4,0,Vacant lot
138-22-046,4436 E 142nd St,43399,,Cleveland,1,0,Vacant lot
671-06-015,1746 E 133rd St,43399,,East Cleveland,,1,Sched for demolition
671-10-004,14212 Shaw Ave,43399,,East Cleveland,,1,Sched for demolition
671-10-116,14225-27 Orinoco Ave,43399,,East Cleveland,,1,Unavailable - Demo under contract
671-11-038,14301 Ardenall Ave,43399,,East Cleveland,,0,Vacant lot
671-19-092,1366 E 139th St,43399,,East Cleveland,,1,Sched for demolition
671-21-092,1327 Hampton Rd,43399,,East Cleveland,,1,Sched for demolition
672-22-020,1860 Windermere St,43399,,East Cleveland,,1,Unavailable - Demo under contract
673-03-063,1737 Collamer St,43399,,East Cleveland,,0,Vacant lot
673-07-055,1757 Eastham Ave,43399,,East Cleveland,,1,Sched for demolition
784-10-093,5715 Harrison Ave,43399,,Maple Heights,,0,Pending transfer
106-21-029,1630 E 82nd St,43391,,Cleveland,7,0,Unavailable - Demo under contract
111-12-071,471 E 128th St,43391,,Cleveland,10,0,Pending transfer
671-09-110,1611 Eddy Rd,43391,,East Cleveland,,1,Unavailable - Demo under contract
111-06-108,463 E 118th St,43390,,Cleveland,10,1,Pending transfer
641-19-100,22100 Tracy Ave,43390,,Euclid,,1,Pending transfer
671-04-042,1554 E 133rd St,43390,,East Cleveland,,0,Vacant lot
108-25-022,714 Parkwood Dr,43389,,Cleveland,9,0,Vacant lot
117-14-020,16910 Endora Rd,43386,,Cleveland,10,1,Unavailable - Demo under contract
135-13-107,3589 E 114th St,43386,,Cleveland,2,0,Vacant lot
110-27-068,12425 Phillips Ave,43385,,Cleveland,9,1,Sched for demolition
112-19-094,14414 Esmeralda Ave,43385,,Cleveland,8,0,Pending transfer
118-30-041,,43385,,Cleveland,,0,Vacant lot
120-02-077,10830 Churchill Ave,43385,,Cleveland,9,1,Pending transfer
120-04-066,1357 E 115th St,43385,,Cleveland,9,1,Sched for demolition
120-06-036,10612 Lee Ave,43385,,Cleveland,9,0,Pending transfer
120-22-100,11906 Ashbury Ave,43385,,Cleveland,9,1,Pending transfer
125-19-011,3032 E 78th St,43385,,Cleveland,5,0,Vacant lot
127-24-125,3421 E 103rd St,43385,,Cleveland,6,1,Unavailable - Demo under contract
128-01-006,2629 Woodhill Rd,43385,,Cleveland,6,0,Vacant lot
671-02-098,13600 Gainsboro Ave,43385,,East Cleveland,,1,Unavailable - Demo under contract
671-02-110,13505 Gainsboro Ave,43385,,East Cleveland,,1,Unavailable - Demo under contract
671-05-054,13403 4th Ave,43385,,East Cleveland,,1,Sched for demolition
671-08-009,1780 Hayden Ave,43385,,East Cleveland,,0,Vacant lot
671-11-171,14305 Orinoco Ave,43385,,East Cleveland,,1,Sched for demolition
671-12-151,13909 Potomac Ave,43385,,East Cleveland,,0,Vacant lot
671-13-067,14606 Potomac Ave,43385,,East Cleveland,,0,Vacant lot
671-16-008,14406 Woodworth Rd,43385,,East Cleveland,,1,Unavailable - Demo under contract
671-22-003,14710 Elm Ave,43385,,East Cleveland,,1,Sched for demolition
672-11-055,1722 Lakefront Ave,43385,,East Cleveland,,0,Vacant lot
673-07-062,1731 Eastham Ave,43385,,East Cleveland,,1,Sched for demolition
701-05-051,488 S Belvoir Blvd,43385,,South Euclid,,0,Pending transfer
107-05-079,7913 Korman Ave,43384,,Cleveland,9,0,Vacant lot
107-12-037,1366 E 92nd St,43384,,Cleveland,7,0,Vacant lot
107-12-117,1382 E 94th St,43384,,Cleveland,7,0,Vacant lot
107-14-079,1322 E 88th St,43384,,Cleveland,7,0,Vacant lot
107-22-050,9505 Edmunds Ave,43384,,Cleveland,7,0,Vacant lot
108-04-025,628 E 94th St,43384,,Cleveland,10,0,Vacant lot
108-13-111,10544 Elk Ave,43384,,Cleveland,9,1,Unavailable - Demo under contract
109-15-002,10714 Amor Ave,43384,,Cleveland,9,1,Unavailable - Demo under contract
110-11-019,913 Thornhill Dr,43384,,Cleveland,10,0,Vacant lot
116-29-061,1441 Clearaire Rd,43384,,Cleveland,10,0,Pending transfer
117-16-076,1818 Grantham Rd,43384,,Cleveland,10,0,Vacant lot
104-27-008,1590 E 45th St (fr & Rear),43383,,Cleveland,7,0,Vacant lot
105-07-053,1071 E 61st St,43383,,Cleveland,10,0,Pending transfer
105-29-029,7207 Myron Ave,43383,,Cleveland,7,0,Pending transfer
105-32-036,7715 Cornelia Ave,43383,,Cleveland,7,1,Sched for demolition
105-33-190,7510 Myron Ave,43383,,Cleveland,7,0,Pending transfer
